name	type	source	detector	wavelength_nominal	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description
S3_D5 850	NIRSCWAMPLITUDE	S3	D5	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S3_D7 760	NIRSCWAMPLITUDE	S3	D7	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S3_D7 850	NIRSCWAMPLITUDE	S3	D7	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S3_D8 760	NIRSCWAMPLITUDE	S3	D8	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S3_D8 850	NIRSCWAMPLITUDE	S3	D8	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S3_D9 760	NIRSCWAMPLITUDE	S3	D9	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S3_D9 850	NIRSCWAMPLITUDE	S3	D9	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S4_D8 760	NIRSCWAMPLITUDE	S4	D8	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S4_D8 850	NIRSCWAMPLITUDE	S4	D8	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S4_D9 760	NIRSCWAMPLITUDE	S4	D9	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S4_D9 850	NIRSCWAMPLITUDE	S4	D9	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S4_D10 760	NIRSCWAMPLITUDE	S4	D10	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S4_D10 850	NIRSCWAMPLITUDE	S4	D10	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S4_D14 760	NIRSCWAMPLITUDE	S4	D14	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S4_D14 850	NIRSCWAMPLITUDE	S4	D14	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S5_D1 760	NIRSCWAMPLITUDE	S5	D1	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S5_D1 850	NIRSCWAMPLITUDE	S5	D1	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S5_D2 760	NIRSCWAMPLITUDE	S5	D2	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S5_D2 850	NIRSCWAMPLITUDE	S5	D2	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S5_D4 760	NIRSCWAMPLITUDE	S5	D4	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S5_D4 850	NIRSCWAMPLITUDE	S5	D4	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S5_D12 760	NIRSCWAMPLITUDE	S5	D12	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S5_D12 850	NIRSCWAMPLITUDE	S5	D12	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S5_D13 760	NIRSCWAMPLITUDE	S5	D13	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S5_D13 850	NIRSCWAMPLITUDE	S5	D13	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S5_D16 760	NIRSCWAMPLITUDE	S5	D16	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S5_D16 850	NIRSCWAMPLITUDE	S5	D16	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S6_D2 760	NIRSCWAMPLITUDE	S6	D2	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S6_D2 850	NIRSCWAMPLITUDE	S6	D2	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S6_D9 760	NIRSCWAMPLITUDE	S6	D9	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S6_D9 850	NIRSCWAMPLITUDE	S6	D9	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S6_D10 760	NIRSCWAMPLITUDE	S6	D10	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S6_D10 850	NIRSCWAMPLITUDE	S6	D10	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S6_D11 760	NIRSCWAMPLITUDE	S6	D11	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S6_D11 850	NIRSCWAMPLITUDE	S6	D11	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S6_D12 760	NIRSCWAMPLITUDE	S6	D12	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S6_D12 850	NIRSCWAMPLITUDE	S6	D12	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S7_D10 760	NIRSCWAMPLITUDE	S7	D10	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S7_D10 850	NIRSCWAMPLITUDE	S7	D10	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S7_D11 760	NIRSCWAMPLITUDE	S7	D11	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S7_D11 850	NIRSCWAMPLITUDE	S7	D11	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S7_D14 760	NIRSCWAMPLITUDE	S7	D14	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S7_D14 850	NIRSCWAMPLITUDE	S7	D14	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S7_D15 760	NIRSCWAMPLITUDE	S7	D15	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S7_D15 850	NIRSCWAMPLITUDE	S7	D15	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S8_D27 760	NIRSCWAMPLITUDE	S8	D27	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S8_D27 850	NIRSCWAMPLITUDE	S8	D27	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S8_D28 760	NIRSCWAMPLITUDE	S8	D28	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S8_D28 850	NIRSCWAMPLITUDE	S8	D28	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S8_D31 760	NIRSCWAMPLITUDE	S8	D31	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S8_D31 850	NIRSCWAMPLITUDE	S8	D31	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S8_D32 760	NIRSCWAMPLITUDE	S8	D32	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S8_D32 850	NIRSCWAMPLITUDE	S8	D32	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S9_D17 760	NIRSCWAMPLITUDE	S9	D17	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S9_D17 850	NIRSCWAMPLITUDE	S9	D17	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S9_D20 760	NIRSCWAMPLITUDE	S9	D20	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S9_D20 850	NIRSCWAMPLITUDE	S9	D20	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S9_D21 760	NIRSCWAMPLITUDE	S9	D21	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S9_D21 850	NIRSCWAMPLITUDE	S9	D21	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S9_D22 760	NIRSCWAMPLITUDE	S9	D22	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S9_D22 850	NIRSCWAMPLITUDE	S9	D22	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S10_D17 760	NIRSCWAMPLITUDE	S10	D17	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S10_D17 850	NIRSCWAMPLITUDE	S10	D17	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S10_D18 760	NIRSCWAMPLITUDE	S10	D18	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S10_D18 850	NIRSCWAMPLITUDE	S10	D18	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S10_D19 760	NIRSCWAMPLITUDE	S10	D19	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S10_D19 850	NIRSCWAMPLITUDE	S10	D19	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S10_D21 760	NIRSCWAMPLITUDE	S10	D21	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S10_D21 850	NIRSCWAMPLITUDE	S10	D21	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S10_D23 760	NIRSCWAMPLITUDE	S10	D23	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S10_D23 850	NIRSCWAMPLITUDE	S10	D23	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S10_D24 760	NIRSCWAMPLITUDE	S10	D24	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S10_D24 850	NIRSCWAMPLITUDE	S10	D24	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S10_D25 760	NIRSCWAMPLITUDE	S10	D25	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S10_D25 850	NIRSCWAMPLITUDE	S10	D25	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S11_D24 760	NIRSCWAMPLITUDE	S11	D24	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S11_D24 850	NIRSCWAMPLITUDE	S11	D24	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S11_D25 760	NIRSCWAMPLITUDE	S11	D25	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S11_D25 850	NIRSCWAMPLITUDE	S11	D25	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S11_D26 760	NIRSCWAMPLITUDE	S11	D26	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S11_D26 850	NIRSCWAMPLITUDE	S11	D26	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S11_D30 760	NIRSCWAMPLITUDE	S11	D30	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S11_D30 850	NIRSCWAMPLITUDE	S11	D30	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S12_D17 760	NIRSCWAMPLITUDE	S12	D17	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S12_D17 850	NIRSCWAMPLITUDE	S12	D17	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S12_D18 760	NIRSCWAMPLITUDE	S12	D18	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S12_D18 850	NIRSCWAMPLITUDE	S12	D18	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S12_D20 760	NIRSCWAMPLITUDE	S12	D20	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S12_D20 850	NIRSCWAMPLITUDE	S12	D20	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S12_D28 760	NIRSCWAMPLITUDE	S12	D28	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S12_D28 850	NIRSCWAMPLITUDE	S12	D28	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S12_D29 760	NIRSCWAMPLITUDE	S12	D29	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S12_D29 850	NIRSCWAMPLITUDE	S12	D29	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S12_D32 760	NIRSCWAMPLITUDE	S12	D32	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S12_D32 850	NIRSCWAMPLITUDE	S12	D32	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S13_D18 760	NIRSCWAMPLITUDE	S13	D18	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S13_D18 850	NIRSCWAMPLITUDE	S13	D18	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S13_D25 760	NIRSCWAMPLITUDE	S13	D25	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S13_D25 850	NIRSCWAMPLITUDE	S13	D25	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S13_D26 760	NIRSCWAMPLITUDE	S13	D26	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S13_D26 850	NIRSCWAMPLITUDE	S13	D26	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S13_D27 760	NIRSCWAMPLITUDE	S13	D27	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S13_D27 850	NIRSCWAMPLITUDE	S13	D27	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S13_D28 760	NIRSCWAMPLITUDE	S13	D28	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S13_D28 850	NIRSCWAMPLITUDE	S13	D28	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S14_D26 760	NIRSCWAMPLITUDE	S14	D26	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S14_D26 850	NIRSCWAMPLITUDE	S14	D26	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S14_D27 760	NIRSCWAMPLITUDE	S14	D27	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S14_D27 850	NIRSCWAMPLITUDE	S14	D27	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S14_D30 760	NIRSCWAMPLITUDE	S14	D30	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S14_D30 850	NIRSCWAMPLITUDE	S14	D30	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S14_D31 760	NIRSCWAMPLITUDE	S14	D31	760.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
S14_D31 850	NIRSCWAMPLITUDE	S14	D31	850.0	V	0.0	4.464285714285714	Near Infrared Spectroscopy (continuous wave)	8.928571428571429	good	n/a
